Percentage,Avg_Aleatoric_norm,Avg_Epistemic_norm,Avg_Total_norm,Correlation_Epi_Ale
1,1.0715555e-15,1.4096021e-09,2.0930692e-10,-0.18558717445977993
5,0.24308904,0.16923803,0.23212321,0.9526592540987098
10,0.15360959,0.061988648,0.14000519,0.9362844848920163
25,0.118357465,0.026630236,0.10473727,0.8459819113200221
50,0.13096118,0.013433569,0.11350998,0.8877088684959431
100,0.122982785,0.008084814,0.105922066,0.8280106275108742
