Percentage,Avg_Aleatoric_norm,Avg_Epistemic_norm,Avg_Total_norm,Correlation_Epi_Ale
1,0.256459,0.1174456,0.3739046,0.18831384911095075
5,0.27031305,0.090445235,0.3607583,0.8006960379212764
10,0.2081469,0.08756388,0.29571077,0.8279885213735987
15,0.17047432,0.071988605,0.24246292,0.8364092719437015
25,0.17100084,0.05987191,0.23087275,0.8677295674341207
50,0.1782065,0.04867507,0.2268816,0.8531180304154513
100,0.175472,0.038161278,0.2136333,0.6896542565709942
