Percentage,Avg_Aleatoric_norm,Avg_Epistemic_norm,Avg_Total_norm,Correlation_Epi_Ale
1,0.09718745,0.2072761,0.30446357,0.038566888977609216
5,0.27266112,0.029816762,0.30247787,0.4873761962215363
10,0.23969196,0.105861455,0.3455534,0.5929508372287726
15,0.19864085,0.02606559,0.22470643,0.4723152997614481
25,0.18689375,0.023723286,0.21061702,0.12106163849463428
50,0.21495728,0.02166003,0.23661731,0.7128674746632785
100,0.2190714,0.031279188,0.2503506,0.47362750582163315
