Percentage,Avg_Aleatoric_norm,Avg_Epistemic_norm,Avg_Total_norm,Correlation_Epi_Ale
1,1.0923956e-15,2.314141e-09,2.2756787e-10,-0.19325408474620245
5,0.23587666,0.17776221,0.23016185,0.9794548741304112
10,0.15207957,0.06638052,0.14365211,0.9663046498555665
25,0.12096044,0.028045518,0.111823425,0.8714352687759942
50,1.2999186e-07,1.8679848e-10,1.1722714e-07,0.042157690949219895
100,0.12543578,0.0079559265,0.11388311,0.9335235381724816
